	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
528	and we couldn't believe it, we nearly died laughing.	We were suprised and laughed hardily.	I like either Undertow by Tool or the Greatest Hits by Siouxie and the Banshees.	either tool's undertow or siouxie and the banshees' greatest hits	2	QQ_i-1707-f-1707_f-1532-i-1532--1	5	formality
572	i live in the bay area	I live in the Bay Area.	It is really eight miles.	8 mile is the real deal.	2	QQ_i-2702-f-2702_f-276-i-276--1	3	formality
2103	She is an extremely unattractive girl.	it is a girl but she is extremly fugly.	We are nothing more than a couple of good friends.  Why are people trying to make more of it than it is.	just a couple of good friends...nothing more....people are always trying to see more than it is	1	QQ_f-3231-i-3231_f-3329-i-3329--0	4	formality
592	when you kids start having kids.	You become a grandparent when your children have children.	oh and if u say love/hate them explain why plzzzzzzzzz	If you could, when you state if you love or hate them, please provide an explanation.	1	QQ_i-3086-f-3086_i-1304-f-1304--0	5	formality
2056	It was very gross and ugly advertising.	it was gross adnd ugly....stupid pro life people pro choice all the way!!	I still watch it every morning on TBS!	I continue to watch it on TBS each morning.	2	QQ_f-2427-i-2427_i-2880-f-2880--1	5	formality
1421	But because of her, I'm writing music with a happy tone!	However, I am writing music with a happier tone because of her!	I have finally watched the film titled 'Crash.'	I finally saw the movie Crash.	2	QQ_i-446-f-446_f-1167-i-1167--1	5	formality
470	the mosquito stops sucking after you slap it.	After you hit it away, the mosquito stops sucking.	This has been selected as our class sone.	its going to be our class song.........	2	QQ_i-453-f-453_f-1471-i-1471--1	3	formality
985	He addressed Sven and stated, 'I got a game.'	Sven, he said, I got a game.	I litteraly cried when i heard that he and jen broke up...i rarley cry!	I literally cry, which I never do, when I heard that he and Jen broke up.	2	QQ_f-1207-i-1207_i-1608-f-1608--1	5	formality
476	anime is an animation version of a manga.	Anime is like manga in animation form.	I pick angelina jolie on this one~ even though it is awful that she stole brad from jennifer!	I think it awful that she stole Brad fron Jennifer, but I pick Angelina.	1	QQ_i-544-f-544_i-409-f-409--0	3	formality
1989	snoop dogg always raps about hoes suckin his fat dick	Snoop Dog has very innapropriate rap songs.	The word you are looking for is.............  strengths	I believe the word your thinking of would be 'strengths'.	1	QQ_i-1410-f-1410_i-406-f-406--0	3	formality
1918	of course... animal crackers are made to be delicious and cute.	Most definitely, animal crackers were created to be both cute and delicious.	I have a joke for you; what is my name?	ok heres a funny joke, Q. whats my name???	2	QQ_i-378-f-378_f-1902-i-1902--1	4	formality
1027	Barnacle head is just a name calling word like stupid head.	'Barnacle head' is a rude name to call someone, similar to 'stupid head.'	Gags, have I read some material incorrectly? I believed they constituted factual information.	jOKES  DID I MISREAD SOMETHING I THOUGHT THEY WERE FACTS	2	QQ_i-2050-f-2050_f-3305-i-3305--1	4	formality
1930	I don't believe your mama is stupid at all!	I do not believe your mother is unintelligent.	You have to pay with your own money in order to receive an answer.	: you have to pay own money for answer	2	QQ_i-582-f-582_f-3151-i-3151--1	4	formality
1966	He could only hear the person breathing in and out.	All he could hear was,  BREATH IN, BREATH OUT, BREATH IN, BREATH OUT.	The first things you need to do is learn how to spell his name correctly.	girl, you need to spell his name right first	1	QQ_f-1064-i-1064_f-2728-i-2728--0	5	formality
526	Well atleast the voters got wise and booted KEVIN COVAIS out	The voters made the right decision and did not re-elect Kevin Covais.	i would use the baseball beat to break the window duhhhhhhhhh	I would use the baseball bat and break the window.	1	QQ_i-1679-f-1679_i-525-f-525--0	4	formality
166	pretty big if you are chewing bubblicious...lol	If you chew Bubblicious, the bubbles can become great.	my milkshake.. is better than yours, better than yours..  p.s.	By the way, my milkshake is better than yours.	1	QQ_i-507-f-507_i-1818-f-1818--0	4	formality
502	i used to like her but i dont anymore.	I enjoyed her in the past, but not currently.	I enjoy hip hop; also, to a lesser degree, R'n'B and rap.	first hip hop then r n b and rap	2	QQ_i-1198-f-1198_f-3137-i-3137--1	5	formality
456	Jason Momoa from Baywatch Hawaii, and North Shore!	I really like Jason Momoa, from Baywatch, as well as North Shore.	I don't see any nose at all.	I do not see any nose whatsoever.	1	QQ_i-127-f-127_i-2640-f-2640--0	5	formality
299	You are an uncool person.	i don't really know but you are a loser	My opinion is it's somewhat low-class to call it by name however perhaps I'll refer to it as Jet.	I think its a bit cheezy to name it though, but maybe I maybe name it Jet	1	QQ_f-3434-i-3434_f-1025-i-1025--0	3	formality
229	Anyone can take a life; in contrast, saving a life is a true power.	anyone can take a life but to save a life is true power	I think Jason X was, a bunch os stoner, surfer, Californian type people cannot make a movie for crap!!!	I believe Jason X consisted of drug users, surfers, and people similar to those living in California with no ability to create a movie..	2	QQ_f-1809-i-1809_i-1458-f-1458--1	5	formality
171	Wow, that is a difficult question.	Wow, that was a hard one.	Journey, PINK FLOYD, The POLICE, The EAGLES & RUSH... omg!	Journey, Pink Floyd, The Police, The Eagles, and Rush are all great classic bands.	2	QQ_f-636-i-636_i-250-f-250--1	5	formality
1467	it was on the ground floor and landed in a soft bush	It was on the ground floor and a soft bush was landed on.	become a good musician and then he may notice you	He might notice you, when you become a good musician.	1	QQ_i-1249-f-1249_i-3140-f-3140--0	3	formality
1924	put parental control on or use web site ratings	You should put parental controls on or use web site ratings.	well...i think Alicia Keys is rockin the RnB scene	Well, I think on the R and B scene, Alicia Keys is rocking it.	1	QQ_i-491-f-491_i-2112-f-2112--0	5	formality
290	Oh yea she sings pretty good too.	She also sings well.	He brushed them off by saying, 'Thank again, Misses'.	Tanks, again, Missus, he replies, brushing them off.	2	QQ_i-3239-f-3239_f-2530-i-2530--1	5	formality
2015	You should befriend them.	u shuld become friends with them.	Felix the Cat cartoon had a good intro song.	intro song with Felix the cat cartoon....awesome.	1	QQ_f-1741-i-1741_f-3128-i-3128--0	5	formality
2083	I have never considered it until this moment.	i never thought about it before.	Such a circumstance would necessitate a determination of 'Legend.'	That would have to be Legend.	1	QQ_f-2820-i-2820_f-2494-i-2494--0	5	formality
1082	Young lady, what is it you want?	And now you, young lady, what do you want?	You must be creative and find something to challange us.	be creative and come up with something to challenge us	1	QQ_f-2991-i-2991_f-17-i-17--0	3	formality
1494	you could be a founder of a student based anime club!	You could start a student-based anime club.	Not I; however, I was previously in orchestra.	Not me, I used to be in orchestra though.	2	QQ_i-1814-f-1814_f-312-i-312--1	3	formality
2097	I am familiar with it and believe it to be one of the least intellectually stimulating television shows I have seen.	I've seen it and think its one of the stupidest shows I've ever seen!	AT LASt- That is such a sweet song	Finally, that is a very good song.	2	QQ_f-3171-i-3171_i-1918-f-1918--1	5	formality
1489	Can anyone explain what I am thinking about?	does anybody will know what i am thinking off?	she could tick or treat over the phone	She could trick-or-treat over the telephone.	2	QQ_f-1641-i-1641_i-583-f-583--1	5	formality
959	Due to suspicion from Kevin and Katharine.	cuz kevin and katharine are gettin suspisous	It is the least I can do for you.	You've got it, it's the least I can do.	1	QQ_f-557-i-557_f-2415-i-2415--0	5	formality
2000	some of de lyrics are ain't gonna let no body turn me around,turn me around	I will send you some of the lyrics.	I remember the days when you would have called what they have a fat arse not a booty.	I am reminded of the past when it would not have been called a booty, but rather a fat arse.	1	QQ_i-1528-f-1528_i-567-f-567--0	3	formality
987	I want to know the actors' real names in the movie Crash, as well as the names they used on set.	I want to know  the real actors names and the names they used in the movie crash?	I really don't care for her.	I do not like her.	2	QQ_f-1240-i-1240_i-3254-f-3254--1	3	formality
2041	It's a great magazine. It has great information, without anything inappropriate.	It is a great magazine, it has good info without the inappropriate stuff :)	In the first Pirates of the Caribbean, Captain Jack Sparrow says, 'But you have heard of me.'	But you *have* heard of me -Cpt Jack Sparrow - Pirates of the Carribbean 1  Also...	1	QQ_f-2119-i-2119_f-1960-i-1960--0	5	formality
2005	also one i would recomend is - tagworld.	Additionally, an entry I vouch for is 'Tagworld.'	If Superman weren't Superman, and he was just Ok man, would it be the same?	Would it be the same if Superman was not Superman, but Ok-man?	1	QQ_i-1592-f-1592_i-2218-f-2218--0	4	formality
1479	and jennifer lopez is a tramp.	Jennifer Lopez strikes me as rather promiscuous.	he would not need to deny it.	He would have a need to deny it.	1	QQ_i-1386-f-1386_i-2518-f-2518--0	5	formality
1511	And you would want to meet the devil not unless your life sucks.	Also, unless your life is really bad you would not want to meet the devil.	Go to child lock and then hit left or right arrow key and wait.	Navigate to the child lock, press the left or right arrow key, and wait.	1	QQ_i-1974-f-1974_i-1108-f-1108--0	5	formality
1390	Because there is no such thing!!!!!!!!!	It does not exist.	She has an attractive derriere, and that is fine with me.	NO,but she has a great A*S and thats good enough for me.	2	QQ_i-2-f-2_f-2318-i-2318--1	5	formality
240	If you are female, ones with no clothing.	Naked ones if you are a girl.	He definitely kicked some SERIOUS a$$.	He most assuredly physically assaulted significant posterior.	2	QQ_f-2160-i-2160_i-2230-f-2230--1	4	formality
2014	how much time do you have ?	What is the time?	Affirmative. I once had a small part in one. It was quite fun.	Yup, even had a small part in one once.. fun stuff.	2	QQ_i-1730-f-1730_f-1574-i-1574--1	3	formality
1921	im famous for inventing a hanger	I invented a hanger which made me famous.	Rap performance requires zero ability whatsoever.	there is no skill to rapping at all	2	QQ_i-416-f-416_f-1941-i-1941--1	4	formality
1013	She is a good cook.	Yeah, she's ugly, but she sure can cook, baby!	try some VooDoo zombie warding magik but of course u may nd up witha fish instead of a baby	If you try some crazy stuff, you might end up with a fish and not a baby.	2	QQ_f-1710-i-1710_i-605-f-605--1	5	formality
1922	I am pretending to be in a world of my own creation wherein everybody likes me.	Im in my own little world and everybody likes me there.	looking for album with cover of easy by lionel richie	I'm looking for an album containing a cover of 'Easy' by Lionel Richie.	2	QQ_f-420-i-420_i-1851-f-1851--1	4	formality
1548	santa was to fat, and the woman was driving.	Santa was excessively overweight while the woman was driving.	And then it was Tenchi Muyo and Sailor Moon.	It was both Tenchi Muyo and Sailor Moon.	1	QQ_i-2482-f-2482_i-2818-f-2818--0	4	formality
271	May I receive my 10 points at this time?	can i get my 10 points now?	HAL 9000   Technically not a robot with he controls a ship dang it!	HAL 9000 is not a robot in the technical sense, however he is in control of a ship.	2	QQ_f-2943-i-2943_i-2005-f-2005--1	5	formality
1972	WE ARE ACCOMPANIED BY THREE DESTROYERS, THREE CRUISERS AND NUMEROUS SUPPORT VESSELS.	We were accompanied by three destroyers, three cruisers, and other support vessels.	Why do they attempt to change their accent to british?	why do they try to sound british ?	2	QQ_i-1096-f-1096_f-186-i-186--1	3	formality
1587	scary movie 1,2,3 ,euro trip final destination	'Scary Movie I, II, and III,' 'Euro Trip,' and 'Final Destination.'	you know, i will tell you.	You know that I will tell you.	1	QQ_i-3186-f-3186_i-1567-f-1567--0	5	formality
296	How are all of you feeling towards the reunion, as I am greatly anticipating it.	I cant wain to see the reuinon, what about yall?	Why is a hemorrhoid not the same as an asteroid?	why isn't a hemmoroid called an asteroid??	1	QQ_f-3334-i-3334_f-45-i-45--0	4	formality
492	it makes me so happy :)(i love jim carrey) :)	I truly enjoy Jim Carrey and it gives me a sense of well-being.	I do not watch much television.	I have to admitt, i don't watch much T.V.	2	QQ_i-939-f-939_f-2693-i-2693--1	3	formality
289	Why was the film removed from the Disney Channel?	why did they stop playin that movie on the disney channel anyway?	I'll tell you what I got.	I will tell you what I received.	2	QQ_f-3212-i-3212_i-1343-f-1343--1	4	formality
1547	The particular one when Rory moved into her Yale dorm.	(The one where Rory moves in to her Yale dorm)	His son pointed out that he didn't return home until after 3 AM.	his son said well you got home after 3am.	1	QQ_f-2481-i-2481_f-2726-i-2726--0	5	formality
1951	a girl owns a chicken and goes to the rollercoaster with it.	One such joke is about a girl, a chicken, and a roller coaster.	I adore the musical album titled 'The Black Album.'	The Black Album, god I love that album.	2	QQ_i-901-f-901_f-3370-i-3370--1	4	formality
2003	and every time you spell billie joe wrong a puppy is killed jk	Every time you spell Billie Joe wrong, a puppy's life if ended.  Of course, I am only joking.	I cannot say I watch him frequently.	but i dont watch him that much!	2	QQ_i-1564-f-1564_f-604-i-604--1	4	formality
1395	I think they are into drama. I do not understand why.	Drama Queens... Dunno, can't understand it myself.	i dont know why thats just what i like	That is what I like.	2	QQ_f-87-i-87_i-2094-f-2094--1	4	formality
495	Whats all these homies dissin' my girl?	What is all of these males insulting my female paramour?	well, uh there is no drink!!!!!	Unfortunately, there is nothing to drink.	1	QQ_i-1020-f-1020_i-640-f-640--0	4	formality
1430	Inform him you desire to have a three person sexual encounter with another physically attractive girl.	tell him you want a 3 way with another hot girl	give me a break, what is it!?	Please cut me some slack and tell me what is happening.	2	QQ_f-559-i-559_i-2390-f-2390--1	4	formality
928	My little brother would ask a question like that.	my little brother would ask something like that.	I am no longer in love with bow wow.	im not in love with bow wow..anymore lol.	1	QQ_f-53-i-53_f-3104-i-3104--0	5	formality
570	i think that answered your question.	I believe that I have given you an answer to your question.	You made me interested in picking up a copy of the movie Urban Cowboy, which I haven't seen in many years.	Urban Cowboy...I haven't seen this movie in ages...you made me want to go pick it up	2	QQ_i-2670-f-2670_f-1140-i-1140--1	4	formality
513	What CD or similar media would you select, and why would you select it?	What cd ( or other) would you take and why???	Is the song named after anyone in particular?	is the song named after anyone?	1	QQ_f-1416-i-1416_f-1870-i-1870--0	5	formality
2063	How do you drown a blonde????	How do you kill a blond?	there was a brunette team and a blonde team.	There were two teams: the brunettes and blondes.	1	QQ_i-2507-f-2507_i-1024-f-1024--0	4	formality
1415	She was the best.	She was the best one hands down.	And sure enough he did just what he said.	He did exactly what he said he would.	2	QQ_f-365-i-365_i-684-f-684--1	4	formality
1941	They had alot of good stuff in the 90s!	They had a lot of interesting and good qualities things during the 1990s.	You still have to admire her because now other celebrity is so honest about their lifestyle issues.	Still gotta love her though, what other celeb is that 'loud & proud' about their screwed up lifestyle!	2	QQ_i-783-f-783_f-2575-i-2575--1	5	formality
1593	Prince wrote 'Nothing Compares 2 U' and gave it to one of his side-bands that he sponsored.	BTW, Prince wrote Nothing Compares 2 U and gave it to one of his side bands.	I will send you some of the lyrics.	some of de lyrics are ain't gonna let no body turn me around,turn me around	1	QQ_f-3225-i-3225_f-1528-i-1528--0	4	formality
1105	i only like one song that they made ,my humps .	I only like the song 'My Humps' from the band.	The Beatles will always be remembered.	THE BESATLES WILL NEVER BE FORGOTTEN.	2	QQ_i-3428-f-3428_f-1172-i-1172--1	5	formality
1949	In addition, there was always pizza to be had.	:)  They always had pizza around, too!	ONE best friend, a lot of friends	Everyone needs one best friend and a lot of friends.	2	QQ_f-882-i-882_i-1130-f-1130--1	5	formality
258	On those occasions in which your arithmetic is in an unfortunate state.	when ur math is in bad condition	Never tell anyone you know - otherwise, you will never live it down!	first don't tell anyone you know you will never live it down.	1	QQ_f-2593-i-2593_f-370-i-370--0	5	formality
1084	The Dead Milkmen and Mr. Bungle are very strange bands.	the dead milkmen and mr. bungle...very strange...	it sure helps to have a hottie staring in it!	It helps that there is a handsome man as a star in it.	2	QQ_f-3029-i-3029_i-608-f-608--1	5	formality
159	I was not even aware they all existed.	i didn't even know they all existed.	ya they are just really good friends............ (i hope)	Yes, they are good friends.	2	QQ_f-198-i-198_i-2080-f-2080--1	5	formality
980	I just have one good friend.	I only have one great friend.	Although Sabbath is much better on a camping trip with a big bonfire and lots of beer !!	However, Sabbath is more enjoyable when listened to on a campling trip before a big bonfire while you drink beer.	1	QQ_i-1093-f-1093_i-1607-f-1607--0	4	formality
179	She looks good, but I am unsure about her personality, I have not experienced it.	She is good physically, but i dunno her inside... never heard or seen about her inner beauty...	Aftward, you can recoup the entirety, or at least the majority, of your investment.	then you can get all or most of you money back.	1	QQ_f-777-i-777_f-589-i-589--0	5	formality
1049	dude goes back in time to fall in love with a chick he saw a picture of.	A man travels backward in time in order to meet a women he saw in a photograph.	big brother, live '74 - David Bouwie	David Bowie sings Big Brother live in 1974.	1	QQ_i-2382-f-2382_i-2138-f-2138--0	5	formality
584	Although 'Chorus' is very predictable I really liked it, as did someone else here.	I also really liked Chorus (as someone else on here did), but it's...well, it's predictable.	i want to move to beverly hills and do all of the rich womens nails.....get paid big bucks!!!	I would like to be a nail stylist for women in Beverly Hills.	2	QQ_f-2855-i-2855_i-1408-f-1408--1	5	formality
970	For me its definately Jessica Alba and Angelina Jolie....	In my opinion it is Jessica Alba and Angelina Jolie.	I like Hero, the one about Kurt Kobain.	Hero It is about Kurt Kobain!	2	QQ_i-881-f-881_f-2226-i-2226--1	3	formality
1936	what kind of person  throw a funeral party?	Who throws a funeral party?	check out this link...lots of places & prices!	Check out this web link, it has a lot of locations and different prices.	1	QQ_i-643-f-643_i-1857-f-1857--0	4	formality
575	thats what comes to my mind	That's the aspect upon which I find myself speculating.	not in movie but in extreme home makover home edition too lol	He was in extreme home makeover.	1	QQ_i-2720-f-2720_i-3221-f-3221--0	4	formality
591	favorite actress is Christina Vidal favorite band is  Linkin Park favorite singer is ????	My favorite actress is Christina Vidal.  My favorite band is Linkin Park.  I cannot choose my favorite singer.	hope no one is offended: blonde joke.	I hope no one was offended by that blonde joke.	1	QQ_i-3010-f-3010_i-360-f-360--0	5	formality
549	The song You Had A Bad Day performed by Daniel Powter.	Daniel Powter you had a bad day	c'mon its steve harris from iron maiden best bass player ever	It is Steve Harris from Iron Maiden. He is the best bass player I have ever heard.	2	QQ_f-2251-i-2251_i-2617-f-2617--1	5	formality
1464	It is acceptable even if they are using a back line company on the rider.	Even if they are using a backline company on the rider...   BTW...	I have always wanted children	I've always wanted to have children, and	1	QQ_f-1210-i-1210_f-2724-i-2724--0	5	formality
283	what's her name in real life?	What is her actual name?	I know, because he is a close friend!	I know, He is a Close friend!	2	QQ_i-3117-f-3117_f-1395-i-1395--1	3	formality
1994	not sure because i don't have the cd of the group i'm thinking of.	I am uncertain because I don not have the CD of the group of which I was thinking.	I'm with yellow on this one ...	I am with them on this issue.	1	QQ_i-1462-f-1462_i-2504-f-2504--0	3	formality
1005	Chicken Little and its about darn time !!!!!!!!!!!!!	It is certainly time for Chicken Little.	i think sometimes they r, but dont center ur whole life around them.	I believe they are somtimes, I do not think you should center your life around them.	1	QQ_i-1568-f-1568_i-822-f-822--0	4	formality
563	OMG ME i love fruits baskets i personally think that Kyo is the best !!!	I love 'Fruits Baskets.' In my opinion, Kyo is the best character.	Yo mama so stupid that she thought Boyz II Men was a day care center.	He said that your mother is so stupid she thought the singing group, Boyz II Men, was a day care center.	1	QQ_i-2584-f-2584_i-331-f-331--0	4	formality
1452	Kellie, Katharine, Chris, and Ace for sure!	I know for sure it will be Kellie, Katherine, chris, and Ace.	the acting was a little lame sometimes, but still...it was a tearjerker	The acting was poor on occasion, however, the film prompted tears.	1	QQ_i-998-f-998_i-3177-f-3177--0	4	formality
1902	As a guy that doesn't generally like romantic movies this was really nice.	Even though, as a young man who does not normally enjoy romantic films, I enjoyed this film.	I enjoy spending money very much.	I just love to spend money.	2	QQ_i-109-f-109_f-2824-i-2824--1	4	formality
272	Go away, as I want him for myself.	F-U I WANT HIM TO MYSELF!	At which point it's enjoyable to purchase from a retail music establishment.	then it's nice to buy at a music retailer.	1	QQ_f-2951-i-2951_f-2742-i-2742--0	5	formality
1582	i could go on and on!....and asking for TWO hoops nonetheless....LOL....:D	I would easily be able to continue indefinitely...plus, even requesting a pair of baskets...ha ha!	In point of fact, Chris's performance looked like the encoure performed at a Genesis concert.	LOL..Get real..Chris's number looked like the encore at a Genesis concert!	2	QQ_i-3068-f-3068_f-25-i-25--1	5	formality
1465	you get so many perks that you would be way better off than winning 6.5 mil.	You receive so many benefits that you would be much better off if you did not win six-million-five-hundred-thousand dollars.	but can't sing as good as taylor.	However he can not sing as well as Taylor.	1	QQ_i-1212-f-1212_i-1358-f-1358--0	4	formality
270	to her i'm sure it's just another air bag.	To her, it's most likely a great air bag.	I think Jack was pushed down the hill.	did jack really fall down the hill, i think he was pushed	2	QQ_i-2912-f-2912_f-3266-i-3266--1	4	formality
1439	They are simply interested in expressing themselves, and creating a lively tune.	They just want to express what they like and making a banging tune  :)	If it is, then why is playing this stuff on radio and television allowed?	and if it is why are they aloud to play this stuff on the radio and on tv?	1	QQ_f-704-i-704_f-1671-i-1671--0	4	formality
510	Are you adverse to receiving my recommendations for your best course of action?	Do you mind if I give you a bit of advice?	The Story of My Life by Neil Diamond	Neil Diamond sings the song 'The Story of My Life.'	2	QQ_f-1378-i-1378_i-2630-f-2630--1	4	formality
233	This is a strange question and answer, but I still do not understand you.	This is a strange Q&A, but I still don't know what u R talking about.	Can anybody explain me: did the uncle was the 13th ghost?¡?...or was he still alive?¡?¡?...	Can anyone explain to me if the uncle was the thirteenth ghost or was he still alive?	2	QQ_f-1919-i-1919_i-2598-f-2598--1	4	formality
960	That person in hilarious.	The blind klan guy is hilarious!	Meatloaf can sing his ass off.	Meatloaf is truly an excellent singer.	2	QQ_f-571-i-571_i-1202-f-1202--1	4	formality
2039	I am a fan of the show 'Wild N Out'.	IM A WILd n' OuT fAn	Do you feel than three members is a good number for a band?	do u think 3 ppl in a band is a good amount??	1	QQ_f-2098-i-2098_f-36-i-36--0	5	formality
517	I was backstage all the time.	But i was backstage the whole time!	we'll have a real good ti-ime!	We will have an enjoyable time.	2	QQ_f-1484-i-1484_i-387-f-387--1	5	formality
1057	Pop, hip hop and rap arent even fun to listen to, and country sounds too... acoustic.	Pop music, the hip hop genre, and rap songs fail to even be enjoyable to hear, and country music is excessively...acoustic sounding.	The OC thing was totally off track!	The OC show was not a good representation.	1	QQ_i-2511-f-2511_i-1687-f-1687--0	5	formality
1499	I am a man whose sign is Capricorn.	hoop hoop but i am a Capricorn dude	ARGUMENTS SHOULD BE DONE IN PRIVATE OUT OF RESPECT FOR THE SPOUSE AND THE COMPANY!	Out of respect for the spouse and the company, arguments should be conducted privately.	2	QQ_f-1853-i-1853_i-2723-f-2723--1	5	formality
260	She is very wealthy and can afford to do whatever she would like.	Shes rich and can afford to do anything!	The question is inappropriate.	that's a crappy question to ask	1	QQ_f-2691-i-2691_f-2030-i-2030--0	5	formality
2043	i think laces is the answer	Try going with laces.	Besides, there are only two women in his life, one dead and one gone.	AND BESIDES THERE IS ONLY TWO WOMEN IN HIS LIFE DEAD AND GONE.	2	QQ_i-2126-f-2126_f-2985-i-2985--1	3	formality
551	Oh, and don't trust anything at supershadow.com.	Do not trust any products at www.supershadow.com.	limewire, bearshare, imesh and the best BITTORENT	Perhaps try Limewire, Bearshare, Imesh, or Bittorent, which I consider the best.	1	QQ_i-2285-f-2285_i-2164-f-2164--0	5	formality
218	to me, jamie foxx aint all that sexy.	I do  not think Jamie Foxx is very sexy at all.	He is attractive, elderly, and not hirsute, which is a combination of traits that I enjoy.	But he is just too cute, plus he's old, i've just always liked old bald men.	2	QQ_i-1582-f-1582_f-823-i-823--1	5	formality
1454	Yo mama so stupid she put out the cigarette butt that was heating your house.	Your mother is so very moronic that she would extinguish the last spark that was heating your house.	I did try Limewire and several others. I had trouble and was unable to download anything from them.	i tried limewire and a couple others and i couldn't get anything downloaded from them for some reason.	2	QQ_i-1027-f-1027_f-2680-i-2680--1	5	formality
975	Yo mama's so stupid, she put a phone up her ass and thought she was making a booty call.	Your mother is so doltish that she placed a telephone in her anus because she thought she was making a 'booty call'.	so i am glad i have this to do.	I am pleased that this responsibility has fallen to me.	1	QQ_i-1018-f-1018_i-352-f-352--0	4	formality
1932	It reminds me of an old song from the Beatles.	Reminds me of an old Beatles song	The 'Red Sonja' comic, and not the movie adaptation.	Red Sonja(the comic, not the movie).	1	QQ_f-613-i-613_f-2034-i-2034--0	4	formality
2057	gerard's not gay,dude..but if he vas ville vallo would definitely be his boyfriend..or billie joe from green day!	Gerard is not homosexual.  If he was, then of course, Ville Vallo or Billie Joe, from Greenday, would definitely be his boyfriend.	stand strong and let it go.	You have got to stand strong, and just let it go.	1	QQ_i-2428-f-2428_i-1575-f-1575--0	4	formality
518	Actually, yes I can, its one of my party tricks :p	Actually I can, it is a conversation starter at social gatherings.	You will be fired for doing that.	You'd get fired really doing that.	2	QQ_i-1491-f-1491_f-2454-i-2454--1	4	formality
2059	Isn't that who it comes from?	Doesn't it originate from that person?	She emphatically declares she is the first, although she is not.	She swears shes the first and shes not	2	QQ_i-2483-f-2483_f-3126-i-3126--1	3	formality
2018	the ones i like :  Seinfeld roseann ED (the lawyer dude) REBA Family guy.	Some of the comedy shows I enjoy; Seinfeld, Roseanne and Family Guy.	To the contary, I do not agree.	So, no, I don't think so.	2	QQ_i-1825-f-1825_f-575-i-575--1	5	formality
212	Not because it a gay themed movie but because it is a very good movie to watch	With reasoning not attributable to the film's homosexual thematic, but instead due to the fact that it's a very well done film to experience.	She is a useless person who makes money from the troubles of others.	Shes jus a useless slob makin money over other ppl's troubles.	2	QQ_i-1470-f-1470_f-1039-i-1039--1	5	formality
1424	Your mother is rather unintelligent, she believed Chuby Checkers was an event for obese people.	Yo mama's so stupid, she thought Chubby Checkers was a game for fat people.	I don't have work, but I have young kids...same thing, basically.	I do not have a job, but I have children, which is essentially the same thing.	2	QQ_f-500-i-500_i-3194-f-3194--1	5	formality
2075	I liked the original Apocalypse Now with Martin Sheen, I thought he did a wonderful job.	I liked Apocolypse Now(the original) Martin Sheen did an awsome job!!!	GONNA BUY ME A CHAINSAW...  THAT BORING MEALY MOUTHED WIMP MUST DIE!!!	Intending to purchase a chainsaw for myself. That unexciting, inarticulate nebbish needs to perish!	2	QQ_f-2704-i-2704_i-2309-f-2309--1	5	formality
1429	IT weight is 1, it's a trick question!!	It's weight measurement is 1, the question is deceptive!	And the indication is: At the moment, the Hip Hop genre is decreasing in quality!	And it says: Right now, Hip Hop music is going DOWNHILL!!!!!!!!!!!	2	QQ_i-552-f-552_f-1369-i-1369--1	3	formality
173	Still trying to pick myself off the floor.	I am still attempting to recover.	Yes, I think I am. Many people say I am, as well.	ya i think i am I have alot of people say I am to	2	QQ_i-654-f-654_f-1041-i-1041--1	4	formality
1450	I found it phenomenal, even though it made me cry for quite a bit.	It was just great, and made cry a lot ...	Neither I nor my children are scared of clowns.	well im not scared of clowns and neither are my kids.	1	QQ_f-977-i-977_f-1281-i-1281--0	4	formality
503	If you involve yourself in things with which you are not familiar, then you will generate problems for yourself.	Play with the fire, And you're gonna to get burned.	You can't spell, AND you're on the wrong website for this.	You have difficulty spelling words correctly and have landed on the wrong website.	2	QQ_f-1200-i-1200_i-1701-f-1701--1	5	formality
1403	My grandma accomplishes a great deal with her cane.	my grandma kicks ass with her cane.	why did the amputee go to the bar???	Why did he go to the bar?	2	QQ_f-232-i-232_i-1518-f-1518--1	4	formality
940	explain 2 ur parents that u really want 2 act !!!	You should explain to your parents that your passion is acting.	But yes, this show is difficult to stop watching.	But yes, this show is addicting!	2	QQ_i-336-f-336_f-3074-i-3074--1	5	formality
241	It is unfortunate because I am having a lot of fun.	It really sucks cause this is so fun.	It was just great, and made cry a lot ...	I found it phenomenal, even though it made me cry for quite a bit.	2	QQ_f-2182-i-2182_i-977-f-977--1	5	formality
1405	Everyone really wants to get in there/	everybody is Dying to get in	But I don't see that show anymore.	However, I do not watch that show anymore.	2	QQ_f-244-i-244_i-2932-f-2932--1	5	formality
195	Songs from teh 1980's are still the best.	still the songs of 80's are the best.	you have to call that number!!!!!!!!!!!	You need to telephone that number.	2	QQ_f-1162-i-1162_i-1768-f-1768--1	5	formality
1537	I have it), and skip to the movement BEFORE the Can-Can...talk about CHILLS.	I own it. I reccommend skipping to the movement that occurs before the Can-Can scene. It gives me the chills.	How old are you? You should be at least 18 years old.	i dont know how old ru?ur supposed to be 18 to watch them	2	QQ_i-2304-f-2304_f-396-i-396--1	4	formality
1053	I enjoyed his performance in 'Boston Legal.'	I love him in Boston Legal!	Is it another nickname for Mariah Carey?	is it another nick name for MARIAH CAREY ???	1	QQ_f-2416-i-2416_f-1293-i-1293--0	3	formality
